32 170.866 149.26
48 275.038 228.597
64 348.903 285.111
96 444.192 321.111
128 758.197 570.354
192 1132.25 765.124
256 1436.83 991.57
384 2081.69 1243.18
512 2759.14 1831.84
768 3768.3 2674.31
1024 4393.26 3070.04
1536 4975.43 3495.71
2048 5220.19 4234.37
3072 5222.62 4252.66
4096 7836.39 6019.65
6144 9398.37 7689.09
8192 12789.3 9391.69
12288 10938.5 9566.24
16384 13364.9 11036.4
24576 16576.9 13665.5
32768 17110.6 13294.9
